"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"Age of Mother"	"Age of Mother Code"	Births
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"Under 15 years"	"15"	15
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"15-19 years"	"15-19"	688
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"20-24 years"	"20-24"	1496
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"25-29 years"	"25-29"	1341
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"30-34 years"	"30-34"	905
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"35-39 years"	"35-39"	347
	"2003"	"2003"	"January"	"1"	"Alabama"	"01"	"40-44 years"	"40-44"	68
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"15-19 years"	"15-19"	96
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"20-24 years"	"20-24"	238
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"25-29 years"	"25-29"	197
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"30-34 years"	"30-34"	186
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"35-39 years"	"35-39"	85
	"2003"	"2003"	"January"	"1"	"Alaska"	"02"	"40-44 years"	"40-44"	28
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"Under 15 years"	"15"	21
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"15-19 years"	"15-19"	961
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"20-24 years"	"20-24"	2159
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"25-29 years"	"25-29"	2061
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"30-34 years"	"30-34"	1516
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"35-39 years"	"35-39"	684
	"2003"	"2003"	"January"	"1"	"Arizona"	"04"	"40-44 years"	"40-44"	137
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"15-19 years"	"15-19"	452
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"20-24 years"	"20-24"	1072
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"25-29 years"	"25-29"	835
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"30-34 years"	"30-34"	472
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"35-39 years"	"35-39"	185
	"2003"	"2003"	"January"	"1"	"Arkansas"	"05"	"40-44 years"	"40-44"	39
	"2003"	"2003"	"January"	"1"	"California"	"06"	"Under 15 years"	"15"	54
	"2003"	"2003"	"January"	"1"	"California"	"06"	"15-19 years"	"15-19"	4192
	"2003"	"2003"	"January"	"1"	"California"	"06"	"20-24 years"	"20-24"	10178
	"2003"	"2003"	"January"	"1"	"California"	"06"	"25-29 years"	"25-29"	11323
	"2003"	"2003"	"January"	"1"	"California"	"06"	"30-34 years"	"30-34"	10870
	"2003"	"2003"	"January"	"1"	"California"	"06"	"35-39 years"	"35-39"	6005
	"2003"	"2003"	"January"	"1"	"California"	"06"	"40-44 years"	"40-44"	1437
	"2003"	"2003"	"January"	"1"	"California"	"06"	"45-49 years"	"45-49"	96
	"2003"	"2003"	"January"	"1"	"California"	"06"	"50-54 years"	"50-54"	14
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"15-19 years"	"15-19"	584
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"20-24 years"	"20-24"	1354
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"25-29 years"	"25-29"	1412
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"30-34 years"	"30-34"	1385
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"35-39 years"	"35-39"	635
	"2003"	"2003"	"January"	"1"	"Colorado"	"08"	"40-44 years"	"40-44"	147
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"15-19 years"	"15-19"	234
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"20-24 years"	"20-24"	634
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"25-29 years"	"25-29"	745
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"30-34 years"	"30-34"	1042
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"35-39 years"	"35-39"	602
	"2003"	"2003"	"January"	"1"	"Connecticut"	"09"	"40-44 years"	"40-44"	144
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"15-19 years"	"15-19"	125
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"20-24 years"	"20-24"	258
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"25-29 years"	"25-29"	239
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"30-34 years"	"30-34"	233
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"35-39 years"	"35-39"	98
	"2003"	"2003"	"January"	"1"	"Delaware"	"10"	"40-44 years"	"40-44"	17
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"15-19 years"	"15-19"	85
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"20-24 years"	"20-24"	150
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"25-29 years"	"25-29"	132
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"30-34 years"	"30-34"	142
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"35-39 years"	"35-39"	84
	"2003"	"2003"	"January"	"1"	"District of Columbia"	"11"	"40-44 years"	"40-44"	29
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"Under 15 years"	"15"	31
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"15-19 years"	"15-19"	1937
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"20-24 years"	"20-24"	4447
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"25-29 years"	"25-29"	4516
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"30-34 years"	"30-34"	4012
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"35-39 years"	"35-39"	2087
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"40-44 years"	"40-44"	465
	"2003"	"2003"	"January"	"1"	"Florida"	"12"	"45-49 years"	"45-49"	21
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"Under 15 years"	"15"	27
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"15-19 years"	"15-19"	1298
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"20-24 years"	"20-24"	3106
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"25-29 years"	"25-29"	2951
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"30-34 years"	"30-34"	2363
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"35-39 years"	"35-39"	1072
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"40-44 years"	"40-44"	216
	"2003"	"2003"	"January"	"1"	"Georgia"	"13"	"45-49 years"	"45-49"	11
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"15-19 years"	"15-19"	135
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"20-24 years"	"20-24"	372
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"25-29 years"	"25-29"	364
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"30-34 years"	"30-34"	329
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"35-39 years"	"35-39"	194
	"2003"	"2003"	"January"	"1"	"Hawaii"	"15"	"40-44 years"	"40-44"	43
	"2003"	"2003"	"January"	"1"	"Idaho"	"16"	"15-19 years"	"15-19"	176
	"2003"	"2003"	"January"	"1"	"Idaho"	"16"	"20-24 years"	"20-24"	554
	"2003"	"2003"	"January"	"1"	"Idaho"	"16"	"25-29 years"	"25-29"	459
	"2003"	"2003"	"January"	"1"	"Idaho"	"16"	"30-34 years"	"30-34"	351
	"2003"	"2003"	"January"	"1"	"Idaho"	"16"	"35-39 years"	"35-39"	136
